버스정류장ARS번호,역명,주소,아침,점심,오후,저녁
12112,구파발역.롯데몰,은평구,56041,16166,57001,28751
12475,응암초교.백련산힐스테이트3차,은평구,1976,665,2334,2099
12225,불광롯데캐슬아파트,은평구,2186,687,2884,2443
12295,상신초등학교,은평구,2543,1279,4867,5159
12498,덕산중학교.씨티아파트,은평구,3613,852,2387,1079
12499,덕산중학교.두산위브아파트,은평구,1609,568,2216,2639
12410,은평공영차고지앞,은평구,3127,396,705,147
12889,행정연구원건너편,은평구,15,0,22,3
14610,상암고등학교,마포구,238,70,578,535
12296,백련산SK뷰아이파크아파트,은평구,9093,2209,6804,3962
13977,증산2교,서대문구,4446,483,1235,409
12810,삼성래미안아파트,은평구,271,260,1173,1046
12809,현대힐스테이트1차정문,은평구,837,771,3644,3074
12808,현대힐스테이트1차후문,은평구,605,359,1843,1635
12807,현대홈타운아파트,은평구,718,218,1051,678
12795,현대힐스테이트1차후문,은평구,1465,147,285,84
12794,현대힐스테이트1차정문,은평구,2077,297,567,138
12792,삼성래미안아파트,은평구,1678,210,476,109
12750,연갈현공판장후문,은평구,1343,951,3224,2641
12733,청구성심병원후문,은평구,385,192,771,698
12727,상신초교.두산.한신아파트,은평구,56,25,48,108
12725,연신내역6번출구,은평구,41117,12744,40425,38630
12714,신사1동경로당,은평구,78,83,403,313
12713,라이프씨티아파트후문.광성교회,은평구,137,195,664,863
12706,역촌센트레빌,은평구,112,159,736,679
12528,천사원입구.서북병원,은평구,1276,486,1093,215
12705,천사원입구,은평구,546,184,496,561
12685,GS편의점.제일영광교회,은평구,165,89,281,217
12684,역촌노인복지관,은평구,285,228,790,418
12682,역촌초등학교후문,은평구,145,188,382,316
12679,우리들약국,은평구,423,306,1024,981
12627,대동슈퍼,은평구,2428,461,1340,1605
12623,은평마을,은평구,304,77,249,171
12615,구산근린공원.GS편의점,은평구,132,114,556,505
12603,구산마트,은평구,284,153,849,873
12600,양지빌라,은평구,570,500,1842,1932
12599,엔에스아파트,은평구,123,105,519,488
12598,시립은평병원.파크자이아파트,은평구,961,567,1866,1744
12596,미곡빌라,은평구,384,396,1627,1929
12595,미주아트빌,은평구,313,133,534,510
12594,신비로마트,은평구,1442,1105,4127,3085
12593,선일여고.이비즈니스고,은평구,2471,552,1529,1032
12592,일진빌라,은평구,304,356,1508,1834
12590,응암시장입구,은평구,1665,1157,4539,3527
12589,미미아파트,은평구,1122,637,2466,1877
12588,영진빌라,은평구,668,696,2842,3615
12585,갈현초교.로데오거리,은평구,377,235,899,450
12584,금원빌라,은평구,536,379,1879,2196
12582,서강스카이빌,은평구,1033,774,2849,2068
12577,한일탕,은평구,278,244,972,1258
12573,석광사,은평구,3716,1087,4306,4972
12572,갈현노인복지센터,은평구,539,322,1079,1381
12569,불광보건소,은평구,934,280,543,149
12568,미니마트,은평구,416,237,1043,1504
12567,갈현1동주민센터,은평구,1481,1158,3863,3489
12566,불광역4번출구,은평구,15122,3960,11563,7594
12564,금강골드,은평구,1214,185,537,142
12563,후레쉬유통,은평구,649,432,2180,3460
12561,대조동우체국,은평구,2579,745,2287,924
12504,상신초교.두산.한신아파트,은평구,1373,402,985,505
12503,12번지건영아파트,은평구,5957,1558,4425,4496
12560,녹번전철역,은평구,8482,3389,14649,12352
12559,불광중학교,은평구,1914,552,1326,426
12558,그린마트,은평구,343,183,1092,1662
12556,동명여고후문,은평구,1063,135,431,132
12554,불광동팀수양관,은평구,2092,796,2337,1084
12553,갈현1동주민센터,은평구,651,417,2016,1905
12551,동명탕,은평구,1210,261,554,277
12550,삼거리,은평구,1429,500,1161,606
12549,불광중학교,은평구,737,399,1706,1233
12548,우리들약국,은평구,921,204,433,132
12547,삼성아파트후문,은평구,712,207,448,159
12546,현대아파트,은평구,1622,393,1026,776
12545,금강골드,은평구,428,231,1228,1278
12544,역촌초등학교후문,은평구,641,155,279,116
12543,갈현1동주민센터,은평구,7614,1648,2578,655
12540,불광보건소,은평구,675,196,832,819
12539,역촌노인복지관,은평구,653,148,354,173
12538,동아문구,은평구,2248,446,808,225
12534,GS편의점.제일영광교회,은평구,213,93,132,34
12533,한일탕,은평구,2419,443,907,225
12532,미주아트빌,은평구,619,151,354,62
12531,서부경찰서후문,은평구,1497,752,2182,1007
12529,갈현1동주민센터,은평구,1881,346,774,230
12527,대한슈퍼,은평구,1900,261,486,91
12526,엔에스아파트,은평구,1183,183,353,83
12525,금호아파트,은평구,699,239,563,188
12523,그린마트,은평구,813,96,163,104
12522,역촌센트레빌,은평구,772,113,235,69
12521,신창슈퍼,은평구,5251,1013,1753,535
12520,구산마트,은평구,670,262,381,34
12518,갈현초교.로데오거리,은평구,607,127,454,188
12517,후레쉬유통,은평구,4301,404,713,283
12516,라이프씨티후문.광성교회,은평구,964,199,396,114
12515,충남슈퍼,은평구,3613,848,1288,337
12514,구산근린공원.GS편의점,은평구,779,186,446,38
12512,미미아파트,은평구,2805,398,927,361
12511,미니마트,은평구,1741,331,513,178
12510,신사1동경로당,은평구,845,116,191,41
12509,미미슈퍼,은평구,2335,479,669,129
12508,대동슈퍼,은평구,386,111,323,18
12506,선일여고.이비즈니스고,은평구,787,195,730,229
12501,시립은평병원.파크자이아파트,은평구,1163,179,514,192
12500,대성중.고등학교,은평구,6819,1436,5477,4103
12536,은평세무서,은평구,846,221,637,367
12541,은평문화예술회관,은평구,1410,460,1083,530
12555,서울혁신파크,은평구,1675,807,2297,879
12806,불광역9번출구,은평구,1381,1089,5269,5249
12581,연신내역.물빛공원,은평구,6043,2339,9247,11711
12502,경향파크아파트,은평구,1345,344,1062,76
12524,연신내역.물빛공원,은평구,27928,5062,12834,6031
12571,양광교회앞,은평구,1642,590,1948,1473
12507,신비로마트,은평구,2813,634,1525,418
12513,응암시장입구,은평구,1858,817,1808,766
12542,구산전철역,은평구,837,358,991,354
12562,하나은행역촌지점,은평구,524,305,1000,721
12814,힐스테이트1단지정문앞,은평구,4386,914,2102,708
12813,서울연은초등학교,은평구,3061,434,1104,270
12818,힐스테이트212동앞,은평구,1166,1031,3746,3335
12817,서울연은초등학교,은평구,999,605,2325,2357
12811,힐스테이트302동앞,은평구,1722,423,967,231
12815,힐스테이트상가앞,은평구,803,230,649,147
12812,힐스테이트116동앞,은평구,3588,885,1957,402
12816,힐스테이트2단지후문앞,은평구,1774,1224,5736,6712
12819,힐스테이트302동앞,은평구,962,581,2136,1657
12991,6번지입구,은평구,432,334,1124,1414
12820,태평양약국,은평구,164,47,123,28
12821,국민은행,은평구,835,376,1114,456
12832,풍림아그네스앞,은평구,296,180,778,474
12831,엔젤유치원입구,은평구,232,144,553,435
12830,새생명약국앞,은평구,1421,464,1299,1085
12828,엔젤유치원입구,은평구,738,156,428,116
12827,풍림아그네스앞,은평구,811,276,620,210
12852,대림e편한세상1단지,은평구,1116,133,523,517
12851,대림e편한세상2단지,은평구,188,109,490,681
12850,현대아파트입구,은평구,654,542,2355,3621
12849,임창빌라,은평구,337,297,1496,2101
12848,온누리약국,은평구,1276,719,3021,3028
12847,한솔아파트입구,은평구,1552,754,3681,4432
12846,G캐슬아파트,은평구,619,332,1548,1963
12845,길마어린이공원,은평구,302,170,812,917
12844,아름다운교회,은평구,135,54,124,82
12843,청구성심병원,은평구,782,260,717,442
12842,연서시장,은평구,6447,3205,11352,9284
12841,대림모터스,은평구,3848,539,886,368
12840,길천사우나,은평구,1539,224,535,198
12839,길마어린이공원,은평구,727,187,433,137
12838,G캐슬아파트,은평구,1217,291,484,95
12837,온누리약국,은평구,4331,1058,2314,531
12836,임창빌라,은평구,3473,664,1128,257
12835,현대아파트입구,은평구,2222,588,1027,277
12834,대림e편한세상2단지,은평구,2575,371,566,152
12853,와산교,은평구,2515,372,1126,725
12855,벧엘블래스빌,은평구,702,416,1394,1295
12854,서울정형외과,은평구,803,274,751,308
12833,대림e편한세상1단지,은평구,4847,1167,3178,2291
12856,숭실고등학교,은평구,4160,633,2998,1708
12857,숭실고등학교입구,은평구,1304,95,215,73
12858,서신초교.내를건너서숲으로도서관,은평구,377,44,257,69
12859,삼거리.명진아파트,은평구,505,96,246,50
12860,안디옥교회.새절역,은평구,2764,449,1443,683
12861,신사초등학교.새절역,은평구,1005,869,4920,5592
12863,상신초등학교입구,은평구,436,404,2109,1955
12864,행운슈퍼,은평구,576,488,2608,2493
12865,상신초교후문.산새마을종점,은평구,2400,551,2122,1893
12866,행운슈퍼,은평구,1516,283,498,155
12867,상신초등학교입구,은평구,6348,1295,2930,1352
12869,새절역,은평구,7325,998,3928,3447
12870,삼거리.명진아파트,은평구,214,99,358,287
12871,서신초교.내를건너서숲으로도서관,은평구,415,160,605,587
12872,숭실고등학교입구,은평구,406,117,892,1028
12873,경남아너스빌.서북병원,은평구,847,438,1362,1256
12874,힐스테이트상가,은평구,1176,246,987,229
12875,서부중앙교회,은평구,611,47,190,44
12876,응암초등학교,은평구,852,116,193,55
12877,성암문구사거리,은평구,368,64,122,23
12880,응암감리교회대림시장앞,은평구,530,489,1278,282
12881,응암동성당,은평구,111,58,246,238
12882,성암문구사거리,은평구,139,86,552,583
12883,응암초등학교,은평구,306,134,863,847
12884,백련산힐스테이트2차앞,은평구,214,119,578,743
12885,백련산힐스테이트2차상가앞,은평구,312,128,452,541
12886,은평세무서음식문화거리,은평구,520,198,472,229
12887,은평여성인력개발센터,은평구,3015,884,2344,1249
12888,대조시장.NC백화점,은평구,537,527,2220,889
13956,증산역.증산2교,서대문구,1083,544,4554,5977
13975,해담는다리앞,서대문구,990,173,546,199
12890,파크자이105동앞,은평구,279,28,72,18
14613,상암고등학교,마포구,760,37,398,125
14616,월드컵파크6단지상가,마포구,1187,0,0,0
12891,브라운스톤빌앞,은평구,120,51,226,205
13001,북가좌동삼거리,서대문구,29428,8202,29456,20116
13003,DMC래미안e.편한세상요진아파트,서대문구,28986,6842,20460,14303
13005,모래내시장.가좌역,서대문구,56319,18199,49998,24317
13007,사천교,서대문구,40276,10809,20500,8513
13008,연희104고지앞.구성산회관,서대문구,59571,21218,72555,50389
13010,서대문우체국,서대문구,57765,16730,51218,33832
13012,연세대앞,서대문구,64711,24172,78870,56665
13014,세브란스병원앞,서대문구,52101,18893,64151,30346
13016,이대후문,서대문구,50302,16042,58191,23110
13107,모래내시장.가좌역,서대문구,6466,4097,15678,10908
13109,사천교,서대문구,17635,9945,50304,44936
13110,연희104고지앞.구성산회관,서대문구,15601,7089,28776,20142
13112,서대문우체국,서대문구,7571,2738,7079,3698
13114,연세대학교앞,서대문구,25891,9765,26797,12370
13115,연대앞,서대문구,707,436,2804,2399
13116,세브란스병원,서대문구,26780,7559,20211,11092
13118,이대부중,서대문구,12263,3775,12802,6211
13120,이대부고,서대문구,21158,7328,24283,14831
13122,홍은동동부센트레빌,서대문구,1099,378,878,553
13123,산골고개,서대문구,1095,541,2183,2115
13124,홍은사거리.북한산더샵아파트앞,서대문구,3218,1529,6232,4366
13125,홍제우체국,서대문구,5825,2575,8805,5020
13133,영천시장,서대문구,12210,4719,15326,6902
13134,금화초등학교.서울시교육청,서대문구,21587,4879,11940,4680
13137,충정로역2호선,서대문구,11877,5010,20495,16261
13140,이대역,서대문구,3473,1013,2884,2077
13141,신촌기차역입구,서대문구,2609,1273,4425,2420
13142,신촌역2호선,서대문구,5130,1898,6236,3665
13144,동교동삼거리연희동방면,서대문구,16171,8190,29867,32020
13145,연세로.명물거리,서대문구,9110,4332,10895,11948
13146,연세로.스타광장,서대문구,17072,5103,13550,9650
13147,연희동대우아파트,서대문구,23925,12621,49041,47296
13148,연희교차로,서대문구,33449,15239,49079,35773
13150,연희3거리,서대문구,36634,13844,37778,16655
13152,한성화교중고교.서대문소방서,서대문구,4567,1668,6861,5628
13152,한성화교중고교,서대문구,3558,1573,4697,4570
13152,한성화교중고교.서대문소방서,서대문구,5295,2159,7055,3508
13153,한성화교중고교,서대문구,3046,1396,4967,1578
13153,한성화교중고교.서대문소방서,서대문구,6936,2946,9207,4284
13154,서대문자연사박물관입구,서대문구,32418,12048,35358,23472
13156,서대문구청.보건소.구의회,서대문구,18808,6855,22763,12215
13157,서대문구청.서대문구의회,서대문구,14006,5205,16836,6150
13158,동신병원,서대문구,15525,5410,15078,6386
13159,기업은행홍은동지점,서대문구,25499,9801,32878,24765
13160,정원여중,서대문구,8211,2118,7307,5050
13161,정원여중.스위스그랜드호텔,서대문구,16095,4882,12093,5870
13162,홍은현대아파트.스위스그랜드호텔,서대문구,6741,2224,6404,5361
13162,홍은현대아파트,서대문구,782,142,342,129
13162,홍은현대아파트.스위스그랜드호텔,서대문구,5122,1654,5237,3513
13162,홍은현대아파트,서대문구,11161,3481,10223,6491
13164,유진상가,서대문구,22845,9957,32130,18360
13166,문화촌현대아파트,서대문구,17181,6758,21375,15021
13168,서울여자간호대학,서대문구,28901,10489,32595,21370
13170,유원하나아파트,서대문구,12150,4074,12637,9448
13172,홍지문.옥천암,서대문구,2859,970,2715,1597
13173,홍지문,서대문구,1848,951,3215,2247
13174,북가좌2동주민센터,서대문구,22901,9406,26507,15321
13176,KT가좌지사,서대문구,17853,7448,22064,14810
13178,동도하이츠아파트,서대문구,12672,5308,15812,10160
13180,DMC파크뷰자이,서대문구,15641,3821,9574,3518
13181,삼성래미안2차아파트,서대문구,4807,2704,11181,9677
13182,모래내삼거리,서대문구,15197,4286,9927,3418
13183,DMC래미안e.편한세상2.4단지,서대문구,16413,4893,12398,6046
13184,모래내우체국.증가교회,서대문구,5734,2475,8887,6421
13185,북가좌삼호.DMC아이파크아파트,서대문구,18536,6013,18297,12050
13188,동부센트레빌아파트,서대문구,6184,3215,13502,12502
13189,DMC파크뷰자이별동상가,서대문구,21560,4870,10993,5071
13190,래미안루센티아아파트,서대문구,2220,586,2062,791
13191,명지대사거리,서대문구,9189,3092,12233,10627
13192,DMC에코자이아파트,서대문구,3136,694,2043,916
13193,DMC센트럴아이파크아파트,서대문구,16853,5016,14298,5989
13194,명지대,서대문구,25586,12622,41324,27274
13196,명지대삼거리,서대문구,25939,9250,29316,19169
13198,고은초등학교앞,서대문구,144,78,247,147
13198,고은초등학교.홍제센트럴아이파크,서대문구,2421,933,2563,1274
13198,고은초등학교앞,서대문구,1376,807,2334,1728
13199,신연중학교서대문도서관,서대문구,6117,2570,9393,5445
13200,백련교,서대문구,10577,4036,12163,6549
13201,서대문문화체육회관입구,서대문구,6724,2982,10940,6346
13202,홍연2교두산아파트앞,서대문구,4421,1876,7687,5960
13203,홍남교,서대문구,1171,740,2611,1844
13204,연가교,서대문구,2199,833,3330,3412
13205,연희파크푸르지오앞,서대문구,3516,817,2303,1178
13206,홍연시장,서대문구,6102,1777,3781,1494
13207,연희홍연아파트,서대문구,4247,1160,2156,909
13208,서대문구청,서대문구,3812,1105,2654,848
13209,남가좌현대아파트,서대문구,4878,1179,4558,4808
13210,신촌기차역,서대문구,25507,9533,26714,16910
13212,증산교앞,서대문구,1116,447,1291,747
13213,연희지하차도,서대문구,3119,1145,3524,2397
13215,홍연2교현대교통종점,서대문구,5278,1507,4952,2908
13217,명지대입구.서울무용센터,서대문구,4249,1325,3670,2247
13218,명지중고등학교,서대문구,26208,8553,27752,13242
13220,명지전문대.충암중고등학교,서대문구,35217,12334,38871,18463
13222,연희동자치회관,서대문구,13275,6517,21222,15099
13224,연희A지구아파트,서대문구,12844,4648,13028,10955
13226,홍남교.자전거대여소앞,서대문구,14072,5307,15586,12326
13228,백련시장,서대문구,26654,9737,28595,19690
13230,명지대사거리제일은행앞,서대문구,22901,7961,21094,10003
13231,명지대사거리국민은행앞,서대문구,9119,4826,18727,14011
13232,연가초교.DMC래미안클라시스,서대문구,5809,1816,6434,4603
13233,연가초.연희중.래미안클라시스,서대문구,4542,1482,5373,3690
13234,북가좌사거리,서대문구,8899,2559,8813,6459
13236,북가좌119안전센터,서대문구,4891,1378,4808,3107
13238,충정로역5호선,서대문구,1384,438,1441,759
13240,미동초등학교,서대문구,6367,1993,8058,3612
13241,DMC한양아파트,서대문구,2751,1107,4773,3930
13242,북가좌초교.DMC현대아파트,서대문구,7144,1348,4135,2078
13250,독립문역,서대문구,4313,1624,3986,1262
13252,서대문경찰서,서대문구,5088,1101,4663,2313
13256,연가교,서대문구,6532,1650,3596,1726
13258,명지대입구.신원지벤스타,서대문구,3945,1270,4444,2378
13259,현대백화점,서대문구,10265,7036,27616,26044
13260,서대문종합사회복지관,서대문구,9027,2602,6567,3767
13262,홍남교백련시장입구,서대문구,2735,815,1859,1237
13263,북가좌초교사거리,서대문구,13771,6469,22659,14633
13265,은가어린이공원구150번종점,서대문구,11703,4010,13617,10195
13266,증산교앞,서대문구,218,154,529,328
13267,DMC두산위브아파트,서대문구,10073,3006,9266,6335
13268,두산위브아파트,서대문구,976,139,367,151
13270,독립문공원.극동아파트,서대문구,32211,10394,28054,15677
13278,봉원동사거리,서대문구,1047,215,778,272
13279,봉원사,서대문구,1745,961,2152,609
13281,봉원동사거리,서대문구,1307,495,1323,1686
13282,삼호아파트,서대문구,5933,2882,12478,7425
13285,서부운수기점,서대문구,3642,855,1637,476
13299,중소기업은행,서대문구,1147,494,1815,869
13313,봉원사길,서대문구,1406,526,1571,1645
13626,서대문문화체육회관,서대문구,2443,651,1528,619
13326,독립문공원,서대문구,202,98,326,271
13325,독립문역.서대문형무소역사관,서대문구,2569,865,1986,584
13731,연희초등학교,서대문구,8359,4064,9345,4371
13324,연세로.문학의거리,서대문구,13549,4603,13585,11144
13031,무악재역,서대문구,16297,4259,10524,4738
13039,경찰청.동북아역사재단,서대문구,38247,6795,33147,13925
13032,무악재역,서대문구,12090,7133,31651,26500
13035,독립문역.한성과학고,종로구,59582,19530,59541,35048
13038,서대문역,서대문구,45321,8280,29083,12377
13033,안산초등학교,서대문구,15894,3704,8353,3331
13026,산골고개,서대문구,50389,17337,63458,45474
13028,홍제역,서대문구,125062,47248,145690,88988
13040,인왕산.홍제원아파트,서대문구,17813,9992,43349,32093
13596,굴레방다리,서대문구,3072,1391,3426,963
13917,홍제역.1번출구,서대문구,16307,6980,27546,20073
13918,유진상가.인왕시장,서대문구,4716,3173,10002,4923
13911,홍제역.3번출구,서대문구,52988,20779,69484,49338
13328,남가좌동현대아파트후문,서대문구,2371,658,2075,1375
13030,홍제삼거리.인왕산한신휴플러스,서대문구,29601,7900,19045,9732
13329,산골고개,서대문구,2216,804,1806,929
13332,연흥교회,서대문구,972,327,1476,1083
13331,DMC래미안e-편한세상3단지,서대문구,2549,1012,4371,3186
13334,홍제역4번출구,서대문구,24656,7961,28753,16075
13335,남가좌동새마을금고,서대문구,1747,792,3335,2823
13330,DMC래미안e-편한세상3단지,서대문구,5512,1185,3921,2274
13336,서대문구의회앞,서대문구,2516,877,2752,2162
13337,독립문파크빌,서대문구,1132,256,927,531
13046,충정로역,서대문구,54382,16476,59801,36118
13338,두산아파트,서대문구,1953,563,1390,691
13339,DMC파크뷰자이,서대문구,7594,3865,16161,15722
13143,신촌아트레온,서대문구,3802,1671,6917,4468
13340,아현가구단지,서대문구,776,417,1497,1881
13514,한양슈퍼,서대문구,395,108,283,124
13510,삼성빌라,서대문구,5600,2298,7439,6586
13509,뜨란채아파트101동,서대문구,926,790,2290,1447
13508,궁동근린공원입구,서대문구,663,387,1451,1256
13506,두산아파트,서대문구,2316,568,2115,1243
13503,풍진베이스타운.안산자락길입구,서대문구,455,401,1057,862
13852,팔각정,서대문구,501,103,215,68
13850,사천교,서대문구,2622,633,1661,756
13849,극동아파트119동,서대문구,4273,1781,5772,3312
13846,종근당후문,서대문구,1004,607,3063,3106
13845,버드나무가게,서대문구,92,73,216,217
13844,서대문문화체육회관,서대문구,1364,329,968,586
13841,이진아기념도서관,서대문구,362,291,1657,1265
13840,하나은행연희동지점,서대문구,2674,1747,5461,4993
13839,금강빌라.인왕중학교,서대문구,912,350,1076,939
13838,서대문등기소,서대문구,769,346,1157,1042
13837,삼성그린빌,서대문구,5381,2220,6747,6353
13835,3호선독립문역,서대문구,555,238,1251,774
13834,브라운스톤우정,서대문구,4153,2233,7276,7812
13833,오동나무,서대문구,483,285,879,958
13832,매일슈퍼,서대문구,266,127,397,329
13831,동원빌라,서대문구,231,177,1261,1600
13827,동성교회,서대문구,505,253,888,722
13826,동신병원사거리,서대문구,1380,474,1656,1110
13824,싸이버아파트,서대문구,296,285,1495,1428
13822,미성아파트,서대문구,1670,1560,6472,6563
13819,문화공원입구,서대문구,557,178,535,448
13818,한양슈퍼,서대문구,919,727,3584,3371
13816,한일슈퍼,서대문구,678,399,2209,2010
13814,홍은중학교,서대문구,2495,652,2810,2951
13813,영천시장입구,서대문구,1777,872,2538,1337
13808,알뜰슈퍼,서대문구,82,55,286,218
13805,차고앞,서대문구,812,627,2581,2482
13804,동명여중,서대문구,495,196,1117,625
13801,서대문로터리,서대문구,2485,751,2159,928
13798,벽산아파트정문,서대문구,3668,1015,2619,889
13796,삼거리,서대문구,668,403,1655,1635
13794,경기대후문,서대문구,1959,645,1748,1317
13793,CGV신촌아트레온,서대문구,6582,2692,11275,7078
13754,간호대입구.올해피장애인복지센터,서대문구,1421,502,2143,2095
13751,홍은성당,서대문구,403,114,310,170
13747,모래내시장,서대문구,2114,1343,5429,3617
13740,스위스그랜드호텔.현대아파트,서대문구,2445,1031,3965,4012
13737,광산사우나,서대문구,612,293,1242,1000
13726,인창중고,서대문구,126,54,192,81
13716,벽산아파트후문,서대문구,2367,515,1107,336
13715,사천교,서대문구,1423,704,2787,2470
13669,문화촌현대아파트입구,서대문구,1815,1008,4415,3750
13667,홍은유원아파트,서대문구,1604,906,4736,4371
13665,인창중고,서대문구,1509,620,3084,1416
13664,서대문전철역,서대문구,1004,393,1311,1195
13661,이대전철역,서대문구,437,235,807,522
13617,웨딩타운,서대문구,2629,929,2973,1127
13659,팔각정,서대문구,1383,621,3162,3068
13657,문화촌현대아파트,서대문구,4452,1063,2991,1329
13656,경기대사회교육원,서대문구,2584,420,1330,842
13599,풍림1차아파트,서대문구,419,259,1061,861
13598,광염교회,서대문구,788,266,1027,785
13592,한우리독서운동본부,서대문구,737,280,1167,635
13591,영천시장입구,서대문구,360,362,1094,388
13847,사러가쇼핑,서대문구,1101,747,2160,956
13587,간호대입구,서대문구,2631,732,1501,484
13586,산골고개,서대문구,1628,619,3027,2151
13585,간호대입구,서대문구,739,198,394,123
13583,충정로2호선전철역,서대문구,12718,3652,13712,12101
13578,문화공원입구,서대문구,321,49,142,37
13577,인왕초등학교,서대문구,25517,3269,8625,2549
13574,간호대정문,서대문구,3625,1092,2837,694
13572,스위스그랜드호텔앞,서대문구,3051,687,1484,358
13571,충정로역5호선,서대문구,10396,3317,12230,10578
13570,현대그린마트,서대문구,312,210,636,208
13567,한성고교,서대문구,4908,1260,3448,975
13566,중앙여고,서대문구,1494,541,1631,441
13565,동성교회,서대문구,920,81,155,32
13564,구룡약국,서대문구,2633,383,1149,353
13562,호박골다리,서대문구,3042,975,2001,620
13561,한일슈퍼,서대문구,1940,360,999,231
13560,삼거리,서대문구,3425,605,1390,305
13554,오동나무앞,서대문구,684,103,192,67
13553,문화촌현대아파트,서대문구,8673,1289,3017,769
13551,서대문등기소,서대문구,1667,282,676,155
13550,포방시장,서대문구,4194,1542,2973,1022
13549,싸이버아파트,서대문구,1000,183,316,51
13548,차고앞,서대문구,2473,533,985,218
13547,미동초교,서대문구,4363,812,2145,707
13544,중앙여고,서대문구,6448,2308,7962,1951
13542,금강빌라.인왕중학교,서대문구,532,87,131,21
13541,홍은사회복지관별관,서대문구,5569,1165,2555,808
13540,성원아파트,서대문구,1178,607,2135,1859
13539,서대문문화체육회관,서대문구,567,353,564,138
13538,포방공영주차장,서대문구,6797,1560,3605,964
13537,동원빌라,서대문구,716,138,286,52
13536,홍은중학교,서대문구,2683,681,1831,398
13535,경기대후문,서대문구,545,219,664,99
13531,새마을금고,서대문구,1436,404,1235,245
13530,신촌푸르지오1단지후문.힐스테이트신촌,서대문구,5707,1266,2687,856
13529,버드나무가게,서대문구,199,22,78,9
13528,문화촌주유소,서대문구,3701,967,2571,958
13527,알뜰슈퍼,서대문구,25,11,30,3
13526,팔각정,서대문구,37,42,187,67
13524,삼성그린빌,서대문구,1370,202,481,105
13523,미성아파트,서대문구,9974,2618,4652,1223
13518,추계초등학교,서대문구,5751,1218,3278,801
13517,초원약국,서대문구,2599,737,1597,570
13902,홍은동국민주택,서대문구,51,24,96,94
13515,홍은초등학교,서대문구,2123,291,775,131
13512,풍림.극동아파트,서대문구,11546,2337,4632,1020
13501,홍은동국민주택,서대문구,622,237,653,263
13854,가구단지,서대문구,632,345,1418,1193
13855,민속식당,서대문구,428,263,643,336
13857,이진아기념도서관,서대문구,2201,306,904,261
13858,유진상가,서대문구,3162,1720,5419,3540
13861,아현전철역,서대문구,610,426,2608,1803
13862,서연중학교,서대문구,318,164,713,552
13864,3호선독립문역,서대문구,1729,180,786,437
13867,평화교회,서대문구,227,151,628,545
13870,신촌아트레온,서대문구,1273,648,2007,937
13871,북아현동주민센터,서대문구,1169,687,2521,1619
13874,삼호아파트.천연동사무소,서대문구,2873,710,1811,587
13875,간호대입구,서대문구,2077,1563,6346,5314
13877,하나로마트.동신병원,서대문구,1856,1106,4401,4228
13878,영천시장입구,서대문구,1763,548,1540,534
13879,간호대정문,서대문구,2282,764,1915,1454
13880,중앙여고,서대문구,8169,3389,9631,8300
13882,홍은2동어린이집앞,서대문구,1031,352,1401,1407
13883,감리신학대학교,서대문구,824,207,773,234
13885,추계초등학교,서대문구,1368,804,3320,3785
13886,두산아파트,서대문구,420,309,1802,2139
13888,포방시장,서대문구,2440,1687,6693,5291
13891,홍은2동주민센터,서대문구,4147,1347,3378,1034
13892,광산사우나,서대문구,2092,388,1013,358
13893,포방공영주차장,서대문구,1252,734,3094,3099
13894,힐스테이트신촌.신촌푸르지오1단지후문,서대문구,2050,1256,6174,6902
13897,호박골다리,서대문구,1344,654,2629,2036
13898,초원약국,서대문구,2336,1630,7112,7260
13905,풍림.극동아파트,서대문구,2424,1999,10389,12096
13913,홍제2동주민센터,서대문구,266,100,328,51
13916,삼호아파트.천연동사무소,서대문구,1837,807,3541,2280
13923,인왕산현대아파트입구,서대문구,182,148,419,195
13926,능안로입구,서대문구,15229,8102,28397,28670
13929,유진상가,서대문구,24234,6546,19886,8397
13930,인왕산현대아파트101동,서대문구,213,181,725,336
13933,홍은2동주민센터,서대문구,927,525,1015,227
13935,뜨란채아파트101동,서대문구,8939,3209,11037,9303
13937,옥천교앞,서대문구,536,167,282,60
13940,창덕에버빌,서대문구,2127,534,1209,497
13941,영천동,서대문구,2088,785,2557,1372
13699,미동초등학교,서대문구,171,80,301,168
13654,서대문사거리,서대문구,448,205,784,418
13695,종근당,서대문구,1348,450,1211,448
13700,인창중고,서대문구,369,236,1833,412
13764,미동초등학교,서대문구,534,159,379,166
13895,인창중고,서대문구,2224,118,293,125
13534,산경아파트,서대문구,40,12,28,14
13546,천연동마을금고,서대문구,172,59,137,57
13521,뜨란채아파트.노인복지관,서대문구,1234,432,877,488
13597,육교앞,서대문구,251,118,448,363
13795,천주교,서대문구,753,319,1390,1095
13869,극동아파트입구,서대문구,2418,466,1249,590
13887,서대문센트레빌,서대문구,1657,313,1335,616
13942,독립문,서대문구,486,178,423,110
13556,경남아파트.북아현119안전센터,서대문구,1806,655,1594,593
13595,능안로입구,서대문구,21819,6197,15625,4887
13876,경남아파트.북아현119안전센터,서대문구,1634,804,2534,2636
13507,북아현삼거리,서대문구,16113,5830,16893,13116
13522,금화장오거리,서대문구,7274,2308,8627,7632
13698,이대농협,서대문구,1251,682,2076,999
13725,신촌자이엘라,서대문구,3235,1382,4190,2528
13865,이대입구,서대문구,2594,1412,3719,2142
13922,신촌기차역,서대문구,8252,3730,10606,6683
